0.84042846124843 0.1943196499807 -1
0.78668632462691 0.34999160065206 1
0.5788932870752 0.15069379332474 1
0.47630076393503 0.18367870917982 1
0.72449141750845 0.37461445199168 1
0.74568204214924 0.54008538289589 -1
0.38647359961677 0.32446473966687 -1
0.59621412467159 0.0120967181201 -1
0.36661604783492 0.37305679655863 -1
0.73726677780377 0.37861414122726 1
0.69789956746016 0.24079998743938 1
0.49485568107415 0.52846407632946 -1
0.83142968490252 0.24924841128504 -1
0.51887383752657 0.32049842911344 -1
0.6571268184429 0.20031021220559 1
0.58949650471615 0.20701233213926 -1
0.86240885356078 0.28572857911139 -1
0.38925193282337 0.22973911346827 -1
0.53159187413212 0.241208817247 -1
0.65495150790456 0.53147394916933 -1
0.72570983815104 0.34730627564922 1
0.38211912598419 0.283500507318 -1
0.71195848971178 0.42983008676217 1
0.75564717327559 0.3280695737451 1
0.45662291459195 0.29759789117114 1
0.59535387499703 0.51743806956949 -1
0.7478141235329 0.085020141346691 -1
0.55590021431698 0.32963967277535 -1
0.75742044433891 0.51727667623988 -1
0.49251898239443 0.31400567582928 1
0.73129170528339 0.080834413094306 -1
0.54536530248718 0.40852807347982 1
0.70037959813668 0.13733925204407 1
0.5000705400046 0.46227620476483 1
0.75824365713054 0.52891098142981 -1
0.47915594079984 0.38951699356937 1
0.73634772806755 0.12413928319948 1
0.68139346936677 0.26163353102662 -1
0.3977968687489 0.11766591376015 -1
0.40322686788439 0.12993030941931 1
0.50152700063624 0.10064849378422 1
0.54764279497521 0.49326764342435 1
0.3183947679388 0.33236706396535 -1
0.36881967401629 0.21278804189532 -1
0.71098772962598 0.40189897000621 1
0.41996019283258 0.2116498748811 1
0.52418819502577 0.42558120252008 1
0.85682367299739 0.31801153824568 -1
0.5513261268871 0.061215617828335 -1
0.7724425635686 0.21124763975239 1
